movieId,bag_of_words
3142,"u2,rattl,hum,documentary,musical,philjoanou,ahe,dvdvideo,dvd,philjoanou,tour,u2,concert,blackwhite"
3143,"hell,pacif,drama,war,johnboorman,leemarvin,betamax,toshiromifun,johnboorman,southpacif,remad,island,enemimine,worldwarii,airforc,pilot,pacifisland,navaloffic,maroon,japanes,friendhate,airplancrash"
3145,"cradl,rock,drama,timrobbins,hankazaria,joancusack,johncusack,theater,exceptact,politics,1930,marxist,polit,paradigmshift,inspir,nuditifullfrontal"
3146,"deuc,bigalow,male,gigolo,comedy,mikemitchell,robschneider,williamforsythe,eddiegriffin,arijabareikis,carniv,hous,illegprostitut,vacat,comedi,robschneider,funni,amipoehler,mikemitchel,seen,arijabareiki,williamforsyth,callboy,normmacdonald,aquarium,maleprostitut,tourettsyndrom,lowhumor,stupid,nudititoplessbrief,ampute,fish,giant,comedineedsee,malenuditi,narcolepsi,obes,dvr,gigolo,prostitut"
3147,"green,mile,crime,drama,frankdarabont,tomhanks,michaelclarkeduncan,davidmorse,bonniehunt,need,ntrememb,act,stephenking,goodguydie,excel,greatadapt,move,bakerviu,whimsic,erlendsdvd,intens,differ,basenovel,oscarnominebestpictur1999,oscarnominebestpictur,magicnegro,south,biograph?,crime,basebook,supernatur,southernusa,prisonguard,mentaldisabl,magicrealism,classic,own,dvd,loooooooooooooong,jailguard,ntlovesrightlength?,injustic,supernatur,mysteri,kind,deathrow,predict,arucu,reveng,intelligent,15,seencinema,happi?,top250imdb,sadgood,sexual,thoughtprovok,nigga,eeri,tomha,wantseeagain,magicrealism,davidmors,movi,brettnorthcutt,greatdepress,drama,jail,johncoffe,sentiment,samrockwel,nostalg,frankdarabont,tragic,malenuditi,long,deliber,cinematographi,interest,sadend,basenovelbook,visualstun,imdbtop250,deathpenalti,michaelclarkduncan,greatact,socialcommentari,prison,oscarbestdirect,heartwarm,compassion,tomhank,stephenking,smartmous,tomhank,emot,wrongliaccus,touch,writerstephenking,writerfrankdarabont,directorfrankdarabont,workethic,tattoo,overr,other,oldage,mous,longwind,life,librari,racism,heal,husbandwifrelationship,heartwrench,tearjerk,prison,long,worstfilmever,deathrow,electrchair,execut,fishwater,guard,1930"
3148,"cider,hous,rule,drama,tobeymaguire,charlizetheron,michaelcaine,delroylindo,toston,pastelon,ethic,romant,main,bdr,oscarnominebestpictur,horriblact,assault,warinjuri,paulrudd,authorjohnirv,medicin,suicid,adaptbook,modernclassic,humancondit,orphan,overr,bookbettah,johnirv,comput,seen2009,unwpregnanc,death,gooden,oscarnominebestpictur1999,inciner,pickappl,literatur,tobeymaguir,abort,basebook,incest,orphanag,drama,orphan,oscarbestsupportactor,nuditirear,nudititoplessbrief,michaelcain,main,dvr,incest,librari,drugoverdos,drugaddict,cigarettsmoke,anesthet,applcider,1920,comeage,charliztheron,basebook,africanamerican"
3150,"war,zone,drama,thriller,timroth,raywinstone,annabelleapsion,kateashfield,larabelmont,familisecret,colinfarrel,rape,devon,incest,nuditifullfrontalnotabl,teenag,dark,murder"
3152,"last,pictur,show,drama,peterbogdanovich,timothybottoms,jeffbridges,cybillshepherd,benjohnson,rural,smalltown,texa,peterbogdanovich,blackwhite,highschool,texa,clorileachman,erlendsdvd,criterion,nuditi,sex,dvdr,nostalg,innoclost,smalltownlife,bestrottentomatoalltime,elegiac,poignant,reflect,bdr,bdvideo,newlove,dvdram,bittersweet,movitheater,criterion,graduatpresent,periodpiec,oscarbestsupportactor,oscarbestsupportactress,nudititoplessnotabl,blackandwhit,highschoolgraduat,nationfilmregistri,sexual,comeage,directorpeterbogdanovich,eileenbrennan,ellenburstyn,newhollywood,nudititopless,sexualawaken,timothibottom,virgin,writerlarrimcmurtri,writerpeterbogdanovich,1950,billiardhall,elop,graduat,jeffbridg"
3153,"7th,voyag,sinbad,action,adventure,fantasy,nathanjuran,kerwinmathews,kathryngrant,richardeyer,torinthatcher,threatenwar,sultan,siren,nathanjuran,stopmotion,adventur,betamax,imagin,mytholog,bdvideo,dvdvideo,sinbad,fantasi,princessperil,sinbad,magiclamp,etaeg,rayharryhausen,modelanim,claymat,cyclop,ancientmiddleast,geni,giantbird,island,madmagician,magic,dragon"
3155,"anna,king,drama,romance,andytennant,jodiefoster,yun-fatchow,bailing,tomfelton,parentchildrelationship,daughter,deathpenalti,denunci,eastindiatradecompani,palac,teacher,chowyunfat,traitor,pamslist,review,truestori,burma,disappoint,bestmovi,thailand,battl,civilwar,jodifoster,thailand,comedi,costumdrama,exot,royalti,siam,book,romantic,19thcenturi,annemari,basebook,basetruestori,boxofficflop,diari,histori,quitromant"
3156,"bicentenni,man,drama,romance,sci-fi,chriscolumbus,robinwilliams,embethdavidtz,samneill,oliverplatt,embethdavidtz,writerrobertsilverberg,android,freedom,futurist,hologram,robot,drama,dvdram,slowpace,?android/cyborg,adaptbook,chricolumbu,futuristmoviecom,writernicholakazan,vh,writerisaacasimov,directorchricolumbu,human,artificiintellig,scifi,sciencfiction,robinwilliam,robot,explorhuman,philosoph,emot,futur,isaacasimov,samneill,dystopia,gener,authorisaacasimov,soundtrackjamehorner,emotmove,itaeg"
3157,"stuart,littl,children,comedy,fantasy,robminkoff,michaelj.fox,geenadavis,hughlaurie,jonathanlipnicki,newyorkcititwintower,orphanag,siblrelationship,talkanim,hughlauri,talkmous,childr,white,highschool,comedi,kid,kidmovi,kidfamili,basebook,gangster,stepbrother,basenovelbook,famili,childrensfilm,bad,adopt,cat,miniatur,cheesi,anim,hughlauri,michaelfox,robminkoff,movi,mous,cat"
3158,"emperor,assassin,jing,ke,ci,qin,wang,drama,kaigechen,ligong,fengyizhang,zhousun,occupipower,1,kaigchen,royalti,china,kingdom,concubin,assassin,librari,histor,china,govern"
3159,"fantasia,2000,animation,children,musical,imax,film,cartoon,hahn,ericgoldberg,francigleba,hendelbutoy,pixothunt,paulbrizzi,jnetflix,whale,hardrate,bore,jamealgar,disneyanimfeatur,osdoiviram,fantast,anim,itaeg,disney,classicmusic,origin,anim,etaeg,librarivh,updatclassic,jameearljone,misinterpret,musicsegment,fairitale,orchestra"
3160,"magnolia,drama,paulthomasanderson,tomcruise,jasonrobards,juliannemoore,philipseymourhoffman,feelshorter,heavi,addict,familicrisi,jus+san,eimuista,drugaddict,williammaci,forgiv,productplacement,dvd,imdbtop250,visualappeal,hauntpast,truelife,redempt,seen,disqualifi,love,ptanderson,johnreilli,intersectlive,human,highlisymbol,existenti,drama,erlendsdvd,compact,massallarga,elegiac,unforget,tomcruissbestwork,johnreilli,raceriot,soundtrack,nonlinear,long,singscene,puzzl,mindnumbinglibore,fatherson,insufr,fatherdaughter,scope,zim,rochkind,parzen,kobernick,charl,intric,seencinema,toobad,converglive,frog,moltcriticada,wantseeagain,downbeat,tomcruis,unsoci,racism,nudititoplessbrief,depress,surpris,redempt,power,overdramat,greatsoundtrack,greatact,emot,bleak,aimemann,ensemblcast,miriammargoly,juliannmoor,poignant,ensembl,coincid,philipseymourhoffman,styliz,paulthomaanderson,multiplstorylin,cynic,melancholi,cathart,crumbllive,direct,drug,regret,reconcili,parentchildrelationship,lossloveone,farewel,death,diedeath,daughter,suicidattempt,childprodigi,chanc,tumeysdvd,tomcruis,becomadult,philipseymourhoffman,anderson,meaningless,talki,storylin,mindfuck,prodigi,wildlioverr,long,act,juliannmoor,neverlostinterest,religioverton"
3161,"onegin,drama,romance,marthafiennes,ralphfiennes,livtyler,tobystephens,lenaheadey,womandirector,lossloveone,relationship,tragiclove,unrequitlove,costumdrama"
3162,"simpatico,comedy,drama,matthewwarchus,nicknolte,jeffbridges,sharonstone,catherinekeener,horstrack"
3163,"topsyturvi,comedy,drama,musical,mikeleigh,jimbroadbent,allancorduner,dexterfletcher,sukiesmith,creativ,jimbroadbent,telephoncall,prostitut,pianoduet,music,lyricist,londonengland,gilbertsullivan,drink,criterion,cigarsmoke,exhibition,19thcenturi,ensemblcast,biographi,magic,pageantri,victorianera,gilbertsullivan,nuditifullfrontalbrief,nudititopless,backstag,opera,mikeleigh"
3165,"boil,point,action,drama,jamesb.harris,wesleysnipes,dennishopper,lolitadavidovich,viggomortensen,yakuza,escap,hero,prison,undercov,clv"
3167,"carnal,knowledg,comedy,drama,mikenichols,jacknicholson,candicebergen,artgarfunkel,ann-margret,clv,bdr,mikenichol,betamax,erlendsdvd,friend,jacknicholson,sexualconfus"
3168,"easi,rider,adventure,drama,dennishopper,peterfonda,dennishopper,jacknicholson,antoniomendoza,dvdram,cultfilm,drugaddict,drugtraffic,highway,independfilm,lsd,marijuana,music,opium,rebel,injustic,peterfonda,afi100,murder,criterion,libraricongress,soundtrack,wire50greatestsoundtrack,classic,hippi,wanderlust,drugmusic,countercultur,afi88,bdr,bdvideo,clv,100greatestmovi,brothel,directoridebut,adolesc,drug,roadtrip,unitstate,atmospher,bore,freedom,humor,jacknicholson,music,notablsoundtrack,sad,stonermovi,terriblend,gritti,classic,librari,tumeysdvd,sex,quirki,hallucin,nationfilmregistri,motorcycl,arbitrarilaw,newhollywood,nudititoplessbrief,deliber,socialcommentari,roadmovi,reflect,dennihopper"
3169,"falcon,snowman,crime,drama,thriller,johnschlesinger,timothyhutton,seanpenn,pathingle,joycevanpatten,dvdvideo,secret,watchagain,spi,biographi,anomi"
3171,"room,top,drama,jackclayton,laurenceharvey,simonesignoret,heathersears,donaldwolfit,bdr,kitchensinkrealism,jackclayton,adulteri,perrotlibrari,old,yorkshir,smalltown,northernengland,newjob,unwpregnanc,guilt,drunken,blackmail,basenovelbook,assault,simonsignoret,laurencharvey,britishnewwave,oscarbestactress,hulu,lossvirgin"
3173,"given,sunday,drama,oliverstone,alpacino,dennisquaid,camerondiaz,jameswoods,tumeysdvd,americanfootbal,jamewood,americanfootbalstadium,gore,trainer,train,nudititopless,sportcoordinmarkelli,sport,americanfootbal,americanfootbalcoach,olivstone,alpacino,pacino,badmovi,flaw,footbal,braindead,pointless,prostitutshownsexi,terriblcinematographi,nudititopless,masculin"
3174,"man,moon,comedy,drama,milosforman,jimcarrey,dannydevito,gerrybecker,greysonerikpendry,biographi,jimcarrey,averag,comedian,underr,funni,zassania,topicandikaufman,seencinema,seentheater,pattonoswalt,wrestl,predict,truestori,absurd,paulgiamatti,showbusi,andikaufman,basetruestori,biographi,biopic,comedian,biograph,dannidevito,depress,greatimperson,jimcarrey,miloforman,courtneylove"
3175,"galaxi,quest,adventure,comedy,sci-fi,deanparisot,timallen,sigourneyweaver,alanrickman,tonyshalhoub,unlikhero,screwbalcomedi,standardtimallen,startrek,comedi,alien,convent,spaceopera,goodstorifunn,actorprotagonist,bechdeltestfail,plotpointfantasishipmadereal,foqam,watch2006,death/fat,favorit,seen,eimuista,sucknt,dvdvideo,spacebattl,feelgood,allenrickman,sigourneyweaver,alanrickman,alien,hilari,samrockwel,parodi,deanparisot,spaceship,satir,scifi,space,timallen,tonishalhoub,spoof,startrek,funni,fictiontvshow"
3176,"talent,mr,ripley,drama,mystery,thriller,anthonyminghella,mattdamon,gwynethpaltrow,judelaw,cateblanchett,dualident,envi,friendship,inferiorcomplex,homosexu,inferior,jealousi,cowardli,homicid,beguil,upperclass,mattdamon,soundtrackgabrielyare,directoranthoniminghella,falsident,malenuditi,bisexu,yacht,venic,lovesick,tomripley,selfhatr,atlantocean,newident,wealth,newyork,rome,creepising,sociopath,itali,seen2011,3,bourgeoisi,bibliothek,gayvillain,68filmaffin,erlendsdvd,gori,excessviolenc,dark,interest,boyonboyaction,venic,ship,secretident,reject,prosecut,planmurder,oceanliner,newlove,rviolenc,doubllife,rbriefnuditi,disturb,stolenident,snob,serialkiller,secret,obsess,murder,itali,intellig,greatcast,greatact,gaysubtext,crime,cateblanchett,basebook,1950,psycholog,want,mattdamon,gwynethpaltrow,creepi,judelaw,rlanguag,philipseymourhoffman,suspens,gay,thrilling,1950s,playboy,oscarnominesupportactor,oscarnominemusicoriginscore,oscarnominecostumdesign,oscarnomineartdirect,oscarnomineadaptscreenplay,newyorkciti,napl,fraud,directorscreenwrit,impostor,clever,bore,r,authorpatriciahighsmith,americanabroad,adaptbook,europ,coproduct,seen,pretticreepi,anthoniminghella"
3177,"next,friday,comedy,stevecarr,icecube,mikeepps,justinpierce,johnwitherspoon,prison,repay,stevecarr,silli,mexicanamerican,reveng,loangel,escap,gangmember,escapprison,cholo,boygang,comedineedsee,gangwar"
3178,"hurrican,drama,normanjewison,denzelwashington,vicellousshannon,deborahkaraunger,lievschreiber,writerdangordon,writerrubinhurricancarter,writersamchaiton,writerterriswinton,biographi,boxer,boxmatch,sport,oscarnomine,tipica,wrongconvict,topica,prison,jimcrow,writerarmyanbernstein,boxschool,vicelshannon,excel,normanjewison,johnhannah,rogerdeakin,denzelwashington,hope,overcomadvers,policcorrupt,prison,inspir,racism,box,armyanbernstein,basetruestori,christophyoung,dangordon,directornormanjewison,race"
3179,"angela,ash,drama,alanparker,emilywatson,robertcarlyle,joebreen,ciaranowens,disqualifi,basebook,ireland,poverti,adaptbook,authorfrankmccourt,judaism,nuditifullfrontalnotabl,alanparker,pulitzprizewin,catholic,socialdeprivfamili,irishamerican,ireland,lifeslum,humanstory,1930,alcohol,book,brooklynnewyorkciti,emigr,famin,hunger,basememoirautobiographi"
3181,"titu,drama,julietaymor,anthonyhopkins,jessicalange,osheenjones,dariod'ambrosi,playwrightshakespear,tens,anthonihopkin,nostalgiacriticstop20,adaptplay,alancumming,100essentifemalperform,julitaymor,goodscore,jessicalang,costum,perrotlibrari,anachronist,visualappeal,scope,baseplay,nudititopless,shakespear,classicstudi,nudititopless,updatclassic,worstmoviever,womandirector,command,lossloveone,repay,rome,shakespear,battlpower"
3182,"mr,death,rise,fall,fred,leuchter,jr,documentary,errolmorris,john,bestrottentomatoalltime,zlist1,revisionist,prison,neonazi,errolmorri,gachamber,gallow,execut,denial,coffe,hang,auschwitz"
3183,"third,miracl,drama,agnieszkaholland,sofiapolanska,pavolsimon,ivanlukac,patrikminar,womandirector,sleeper,femaldirector,religion,edharri"
3185,"snow,fall,cedar,drama,scotthicks,ethanhawke,maxvonsydow,reevecarney,war,racism,lovestori,underr,soundtrack,socialcommentari,poignant,cinematographi,beauti,basebook,wife,trial,washingtonstate,japanesamerican,journalist,caricatur,depress,justic,obnoxi,melodrama,sanctimoni,bia,fisherman,japanes,pander"
3186,"girl,interrupt,drama,jamesmangold,winonaryder,angelinajolie,cleaduvall,brittanymurphy,disrespectauthor,borderline,1960,bechdeltestpass,changbookmuch,ratedr,act,girlimovi,drama,femin,suicidattempt,bookbetter,femalprotag,whoopigoldberg,pedophilia,saniti,suicid,vanessaredgrav,winonaryder,movi,jamemangold,unconvinc,angelinajoli,bipolar,drama,mentalhospit,puberti,lesbian,borderlinpersondisord,truestori,basenovelbook,60,angelinajoli,asylum,basetruestori,brittanimurphi,cleaduval,suicid,winonaryder,mentalhealth,mentalhospit,biographi,psychiatri,psycholog,mentalill,depress,annemari,melodramat,dumb,oscarbestsupportactress,goodsoundtrack,borderlinpersondisord,jareleto,winona,jolie,70,partliseen,interest,nudititoplessbrief"
3189,"dog,skip,children,drama,jayrussell,frankiemuniz,kevinbacon,dianelane,lukewilson,dianlane,jayrussel,dog,lukewilson,kevinbacon,frankimuniz,daylanhoneycutt,animdie,clinthoward,bradleycoryell,1940,objectstrong,mississippi,childhoodmemori,dog,codilinley"
3190,"supernova,adventure,sci-fi,thriller,walterhill,jamesspader,peterfacinelli,robintunney,angelabassett,angelabassett,horror,scifi,badscienc,superfici,expositoridialogu,plotdriven,space,francifordcoppola,clich,nudititopless,evolut,spacecraft,jamespader,futur,spaceship,blackpeopl,robintunney,star,starship,supernova,blast"
3192,"terrorist,aka,malli,theeviravaathi,drama,santoshsivan,ayeshadharker,k.krishna,sonusisupal,vishwas,netflixqueue,santoshsivan,greatantiabortfilm"
3194,"way,drama,romance,sydneypollack,barbrastreisand,robertredford,bradforddillman,loischiles,sydneypollack,clv,bdr,polit,mccarthyism,anticommunism,1950s,1940,tumeysdvd,communist"
3196,"stalag,17,drama,war,billywilder,williamholden,dontaylor,ottopreminger,robertstrauss,worldwarii,williamholden,wwii,comedian,billiwilder,imdbtop250,prison,groupmen,blackwhite,lighthumor,d,w,bdr,thrill,prisonbreak,old,nenhumviu,tenac,oscarbestactor,netflixdvd,pow,tumeysdvd,chess,barrack,escap,german,guard,plant,secur,spi,christma"
3197,"presidio,action,crime,romance,thriller,peterhyams,seanconnery,markharmon,megryan,jackwarden,suspens,anamorphblowup,70mm,seanconneri,militariservic,sanfrancisco,courtcase,competit,base,adversari,investig"
3198,"papillon,crime,drama,franklinj.schaffner,stevemcqueen,dustinhoffman,victorjory,dongordon,justic,dvd,erlendsdvd,bore,long,77filmaffin,terriblend,freedom,hope,inspir,bechdeltestfail,bagn,prison,cayenn,saintlaurdumaroni,france,70mm,bdr,divx,sometimbore,youtub,franklinschaffner,directorfranklinschaffner,awmusic,charactdevelop,music,basebook,basetruestori,escap,dustinhoffman,prison,wrongliaccus,stevemcqueen,nudititopless,bookbetter,prisonescap,dvr,librari,escapprison,devilsisland,writerwilliamgoldman,freedom,writerdaltontrumbo,slaughterbook,writerlorenzosemplj"
3200,"last,detail,comedy,drama,halashby,jacknicholson,randyquaid,otisyoung,cliftonjames,shorepatrol,jacknicholson,halashbi,cinematographmichaelchapman,availnetflixstream,review,washington,taxi,bdr,sailor,roadmovi,main,buddimovi,basenovelbook,1970,newhollywood,erlendsdvd,roadtrip"
3201,"five,easi,piec,drama,bobrafelson,jacknicholson,karenblack,billygreenbush,fannieflagg,washingtonstate,1970,fightsystem,jacknicholson,rebel,nudititopless,bobrafelson,erlendsdvd,helenakallianiot,roadtrip,bdr,clv,filmbc,rebelli,bdvideo,oilfield,confront,pacifnorthwest,rebellion,nudititopless,btaeg,nationfilmregistri,newhollywood,classdiffer,criterion,diner,drifter,hitchhik,musician,tumeysdvd"
3203,"dead,calm,thriller,phillipnoyce,nicolekidman,samneill,billyzane,rodmullinar,sinkboat,marricoupl,sensguilt,shipwreck,toxic,dvdvideo,thriller,tense,80horror,betamax,yacht,lossloveone,australia,australian,carcrash,sea,billizane,nicolkidman,sail,boat,nuditirear,nudititoplessbrief,atmospher,suspens,samneill"
3204,"boy,brazil,action,mystery,thriller,franklinj.schaffner,gregorypeck,laurenceolivier,jamesmason,lillipalmer,paraguay,doberman,mengel,nazihunter,thirdreich,basenovelbook,clone,r,futuristmoviecom,betamax,basebook,writeriralevin,nudititoplessbrief,utahagen,writerheywoodgould,brunoganz,directorfranklinschaffner,franklinschaffner,frightenidea,jamemason,laurencolivi,lillipalmer,nazi,gregoripeck"
3206,"against,all,odd,romance,taylorhackford,rachelward,jeffbridges,jameswoods,alexkarras,greatmovi,adventur,americanfootbalplayer,filmnoir,clv"
3208,"load,weapon,1,nation,lampoon,load,weapon,1,action,comedy,genequintano,emilioestevez,samuell.jackson,jonlovitz,timcurry,spoof,samueljackson,loangel,cocain,funni,parodi,polic,jonlovitz,genequintano,fridaynightmovi,cantrememb,cameobrucewilli,nationlampoon"
3210,"fast,time,ridgemont,high,comedy,drama,romance,amyheckerling,seanpenn,jenniferjasonleigh,judgereinhold,robertromanus,rockroll,marijuana,lossvirgin,irrever,convenistore,drughumor,sex,bong,basenovelbook,nationfilmregistri,friendship,shopmall,teencomedi,teacher,womandirector,review,directoridebut,afi100laugh,want,fun,bdvideo,betamax,dvdvideo,annemari,stoner,jinnitoppick,nuditifullfrontalnotabl,robertromanu,highschool,jennifjasonleigh,nuditifullfrontal,phoebcates,1980s,80,abort,classic,judgreinhold,seanpenn,slacker,teen,comeage,highschool,raywalston,virgin,nicolacage,ensemblcast,cheerlead,nudititopless,seen,teenmovi,stoner,romanc,amiheckerl"
3211,"cri,dark,drama,fredschepisi,merylstreep,samneill,dalereeves,davidhoflin,innoc,bdr,objectstrong,wildanim,trial,privatlife,nightmar,jail,grief,babysnatch,courtroom,courtcase,campsit,camp,australia,australia,dingoatebabi,dingo"
3213,"batman,mask,phantasm,animation,children,kevinconroy,danadelany,hartbochner,stacykeach,batmanseri,sacrific,ericradomski,superhero,dvdram,laserdisccav,anim,love,joker,kevinconroy,markhamil,organcrime,originstori,alterego,basecomic,adaptcomic,doubllife,erlendsdvd,eimuista,batman,comic,basecomic,dccomic,franchis,adultanim,superpower,smart,superhero,comicbook,dccomic,vigilant,dc,gotham"
3214,"american,flyer,drama,johnbadham,kevincostner,davidmarshallgrant,raedawnchong,alexandrapaul,competitbike,betamax,anamorphblowup,70mm,sportbikerace,athletapex,johnbadham,sport,bicyclrace,bicycl,cycl,bicycl,kevincostner"
3217,"star,born,drama,janetgaynor,fredricmarch,adolphemenjou,mayrobson,bdr,janetgaynor,williamwellman,jackconway,kuenstlerroman,wifehusbandrelationship,showbusi,waitress,movibusi,hollywood,alcohol,fredricmarch,remad,movistar"
3219,"pacif,height,mystery,thriller,johnschlesinger,melaniegriffith,matthewmodine,michaelkeaton,mako,ladder,clv,nudititopless,vecino,staircas,psychopath,lodger,homeownership,suspens,conman,cheat,attemptmurder,sanfrancisco,suspens,michaelkeaton,melanigriffith,extremviolenc,nudititopless"
3221,"draughtsman,contract,drama,petergreenaway,anthonyhiggins,janetsuzman,anne-louiselambert,hughfraser,murder,jus+san,petergreenaway,witshir,drawpaint,southhampton,ntgetit,17thcenturi,succul,strangcompel,adulteri"
3223,"zed,two,nought,drama,petergreenaway,briandeacon,ericdeacon,francesbarber,disturb,liter,quirki,talki,whimsic,shock,freak,strang,stranglove,betamax,witti,cerebr,petergreenaway,timelaps,classic,symmetr,cultfilm,death,formula,zoo,nuditifullfrontal,decay,symmetri,doctor"
3224,"woman,dune,suna,onna,drama,hiroshiteshigahara,eijiokada,insect,water,widows/widow,arthous,basenovelbook,criterion,entomologist,existentiloneli,japanesnewwave,existenti,sandpit,erot,japan,trap,sand,longmovi,strang,bdr,sanddune,rural,nudititopless,koboabe,ohsoso,foreign,allegori,hiroshiteshigahara,malefemalrelationship,metaphor,psycholog,trapconfin,haunt,abekobo,long,shoplist,malenuditi,malefemalrelationship,dvr,insect,desert,basebook"
3225,"comedy,romance,krisisacsson,freddieprinzejr.,juliastiles,selmablair,shawnhatosy,loveoneslife,lovesick,manwomanrelat,newlove,reloc,awaward,kriisacsson,love"
3230,"odessa,file,thriller,ronaldneame,jonvoight,maximilianschell,mariaschell,marytamm,jonvoight,maximillionschell,reveng,greatend,ronaldneam,worldwarii,objectstrong,warcrime,darkhero,odessa,nazi,journalist,thriller,huntnazi,espionag,ss"
3235,"buffalo,roam,comedy,artlinson,peterboyle,billmurray,brunokirby,reneauberjonois,gonzo,write,writer,lawyer,journal,hunterthompson,druguse,biographi,biopic,ohsoso,historfigur"
3238,"eye,behold,thriller,stephanelliott,ewanmcgregor,ashleyjudd,patrickbergin,britishintellig,sanfrancisco,ashleyjuddnude,spi,sniper,nudititopless,stephanelliott,secretservic,blind,beautiwoman,tumeysdvd,nudititoplessbrief,serialkiller"
3240,"big,teas,comedy,kevinallen,craigferguson,chrislangham,davidrasche,francesfisher,hairdress,hairstylist"
3241,"cup,comedy,khyentsenorbu,orgyentobgyal,netenchokling,jamyanglodro,lamachonjor,khyentsnorbu,buddhism,sport,iron,buddhistmonk,soccer"
3243,"encino,man,comedy,lesmayfield,seanastin,brendanfraser,paulyshore,meganward,fishwater,cantrememb,lemayfield,comedi,prom,prehistorman,loangel,frozenaliv,cavemen,highschool,timetravel,brendanfraser,paulishore,caveman,california,seanastin,itaeg,teencomedi"
3244,"goodby,girl,comedy,romance,herbertross,richarddreyfuss,marshamason,quinncummings,paulbenedict,marshamason,bdr,richarddreyfuss,newyork,herbertross,baseplay,neilsimon,theatrplay,romantcomedi,oscarbestactor,adaptbway"
3246,"malcolm,x,drama,spikelee,denzelwashington,angelabassett,delroylindo,spikelee,kukluxklan,histori,assassin,prisoncell,prison,policbrutal,polic,newyork,pilgrimag,religion,nationislam,muslim,mekka,martinlutherking,malcolmx,clv,nenhumviu,biografialiderracistanegr,avorrida,70mm,kkk,black,exceptact,inspir,biograph,biopic,underr,spikelee,bibliothek,socialcommentari,ciacrime,mooltllarga,histor,koran,writerarnoldperl,islam,crapend,holes90,theresarandl,lonettmckee,katevernon,debimazar,bobola,christophplummer,jailguard,racism,islam,denzelwashington,r,malcomx,angelabassett,assassin,truestori,radic,blackhistori,historfigur,civilrightmovement,biographi,bibl,beach,ericsdvd,cabriolet,writeralexhaley,writermalcolmx,malcolmx,directorspikelee,librari,long,writerspikelee,repress"
3247,"sister,act,comedy,crime,emileardolino,whoopigoldberg,maggiesmith,kathynajimy,wendymakkena,mobster,disguisnun,bechdeltestpass,alfrhitchcock,vocalist,choir,christian,setcasino,cathol,setchurch,nun,setreno,setsf,music,friendship,kathinajimi,sing,convent,emilardolino,clv,catholic,setconvent,whoopigoldberg,classiccomedi,choir,itaeg,religion,catholchurch,maggismith,churchchoir,concert,fishwater,gospel,mobboss,monasteri,nun,murder,music,nun,singer,singnun,witprotect,witmurder,creativplot,uniqu,wittidialogu,mothersuperior"
3248,"sister,act,2,back,habit,comedy,billduke,whoopigoldberg,kathynajimy,maggiesmith,barnardhughes,motherdaughtrelationship,highschoolmusicteacher,thomagottschalk,sequel,vocalist,teacher,musicgospel,comedi,musicsoul,kathinajimi,protagonistteacher,setsanfrancisco,singlparent,competit,laurynhill,billduke,cantrememb,clv,hiphop,highschool,lightheart,urbanyouth,christian,sequelfever,music,choir,inspirteacher,nun,religion,whoopigoldberg,boardeduc,catholschool,music,educ,dominmother,singnun,sing,schoolchoir,teenagrebellion,musiccompetit,mothersuperior,monasteri,nun"
3249,"hand,rock,cradl,drama,thriller,curtishanson,annabellasciorra,rebeccademornay,mattmccoy,erniehudson,thriller,clv,curtihanson,nudititopless,femmfatal,suicid,reveng,murder,chill,nudititopless,ragehate,haunt,malic,discomfit,nudititoplessbrief,rebeccademornay,child,childwish,nanni,destroy,familisdaililife,infant,lossloveone,childless"
3250,"aliv,drama,frankmarshall,ethanhawke,vincentspano,joshhamilton,bruceramsay,basetrueevent,disastmovi,freez,rugbi,strand,aviat,courag,truestori,inspir,religipropaganda,andmountain,leszekburzynski,planecrash,mountain,cantrememb,airplanwreck,suspens,airplancrash,cannib,southamerica,surviv,mountainclimb,southamerica,aircrash,act,actor,actress,basetruestori,dialogu,script,netflixqueue"
3251,"agn,god,drama,mystery,normanjewison,janefonda,annebancroft,megtilly,annepitoniak,baseplay,christian,mentalill,stageplay,mystery,35,janefonda,bdr,betamax,trial,adaptplay,stigmata,catholic,paternmysteri,drama,realist,religion,convent,court,psychiatrist,hypnosi,mothersuperior,novic,nun,deadbabi"
3252,"scent,woman,drama,martinbrest,alpacino,chriso'donnell,jamesrebhorn,gabrielleanwar,human,thanksgiv,tear,tango,student,preparatorischool,prank,newengland,exmilitari,colonel,changheart,boardschool,blindimpairvision,passion,newyorkciti,oscarnominebestpictur1992,usa,charact,clv,1,gothic,greatmusic,thanksgiv,militari,unconventfriendship,martinbrest,beautimusic,nofagan,girlimovi,manhattan,blindguy,remak,inspir,militarihero,classic,oscarbestactor,philipseymourhoffman,blind,basebook,plot,newyorkciti,chriodonnel,greatcharact,drama,dialogu,danc,atmospher,alpacino,humour,greatact,francconroy,goodact,junesquibb,gabrielanwar,oscarnominedirector,oscarnominebestpictur,oscarnomineadaptscreenplay,onebestmoviever,prepschool,act,cheesiend,comeage,school,sad,disabl,sallimurphi,friendship,rocheloliv"
